cpu_usage,memory_usage,net_io,disk_io,cloud_provider,region,vm_type,vCPU,RAM_GB,price_per_hour,latency_ms,throughput,cost,utilization,target
50.96,50.48,154.77,135.25,AWS,ap-south-1,t3.micro,2,1,0.0116,97.93,1644.19,7.641,50.72,no_action
89.58,76.9,648.13,692.3,AWS,us-west-2,c5.2xlarge,8,16,0.34,342.2,1506.79,123.4444,83.24,scale_up
77.17,80.11,629.0,613.88,AWS,us-east-1,t3.large,2,8,0.0928,318.35,1160.79,17.3901,78.64,scale_up
59.51,49.88,112.83,203.08,GCP,ap-south-1,t3.medium,2,4,0.0464,359.51,839.33,25.311,54.7,no_action
51.91,69.14,486.18,154.07,Azure,ap-south-1,t3.micro,2,1,0.0116,136.42,612.16,2.2533,60.52,no_action
48.36,38.45,293.0,135.28,Azure,us-west-2,t3.medium,2,4,0.0464,273.09,1353.63,21.1747,43.41,no_action
75.61,88.75,752.57,701.37,AWS,eu-west-1,t3.micro,2,1,0.0116,374.77,1832.7,8.0027,82.18,scale_up
97.27,91.56,572.97,792.68,Azure,us-west-2,m5.xlarge,4,16,0.192,249.05,1695.1,83.1229,94.41,scale_up
90.6,83.81,539.45,308.68,Azure,us-west-2,m5.xlarge,4,16,0.192,64.02,1301.69,78.4877,87.2,scale_up
26.03,11.1,7.12,44.71,AWS,us-west-2,t3.medium,2,4,0.0464,444.65,1710.94,28.2397,18.57,no_action
82.01,71.59,1295.58,550.23,GCP,eu-west-1,c5.2xlarge,8,16,0.34,118.41,471.26,220.6962,76.8,scale_up
24.84,12.35,51.88,1.68,Azure,ap-south-1,t3.micro,2,1,0.0116,338.84,815.17,3.7271,18.59,no_action
87.83,77.27,684.33,338.9,GCP,ap-south-1,t3.micro,2,1,0.0116,382.51,860.61,5.2381,82.55,scale_up
47.46,45.04,356.02,173.7,Azure,ap-south-1,t3.medium,2,4,0.0464,425.32,1750.66,5.7366,46.25,no_action
88.0,90.4,585.75,576.55,AWS,us-west-2,t3.micro,2,1,0.0116,373.1,1971.76,5.5762,89.2,scale_up
39.53,64.04,270.96,290.49,GCP,eu-west-1,t3.large,2,8,0.0928,362.84,1292.68,48.6908,51.79,no_action
9.94,3.56,57.04,45.32,AWS,ap-south-1,c5.2xlarge,8,16,0.34,393.11,1248.81,77.3587,6.75,scale_down
82.07,77.15,1375.12,820.78,AWS,us-west-2,t3.micro,2,1,0.0116,317.33,951.23,5.6173,79.61,scale_up
87.81,79.92,1360.51,584.26,AWS,us-east-1,t3.medium,2,4,0.0464,400.79,1165.43,25.8379,83.87,scale_up
88.65,76.42,975.53,490.91,AWS,us-east-1,t3.medium,2,4,0.0464,137.02,1934.3,5.3867,82.54,scale_up
27.94,9.67,92.61,39.65,Azure,us-east-1,c5.2xlarge,8,16,0.34,461.61,1335.88,57.9455,18.81,no_action
82.61,85.43,1213.46,855.72,Azure,eu-west-1,t3.large,2,8,0.0928,48.78,1909.2,61.5664,84.02,scale_up
47.29,47.29,491.7,72.16,GCP,ap-south-1,t3.medium,2,4,0.0464,461.5,965.67,20.8554,47.29,no_action
17.55,29.91,45.59,37.44,AWS,us-east-1,t3.medium,2,4,0.0464,335.27,1982.95,23.8405,23.73,no_action
88.06,70.22,816.6,706.31,GCP,us-west-2,m5.xlarge,4,16,0.192,244.6,1956.76,120.8603,79.14,scale_up
27.34,24.62,12.79,49.9,GCP,us-west-2,m5.xlarge,4,16,0.192,133.0,1451.17,125.5444,25.98,no_action
48.78,41.9,465.08,98.2,Azure,eu-west-1,m5.xlarge,4,16,0.192,197.74,1881.22,59.1532,45.34,no_action
12.68,24.02,25.38,21.12,AWS,eu-west-1,m5.xlarge,4,16,0.192,394.34,1948.02,8.4232,18.35,no_action
43.05,54.54,241.52,133.4,AWS,eu-west-1,t3.micro,2,1,0.0116,23.78,302.45,7.6604,48.8,no_action
63.28,68.74,282.19,257.38,Azure,us-west-2,m5.xlarge,4,16,0.192,487.66,1748.21,31.5496,66.01,no_action
94.13,84.11,817.35,673.58,AWS,eu-west-1,t3.medium,2,4,0.0464,328.12,1541.1,5.2745,89.12,scale_up
0.06,11.41,81.85,18.31,Azure,eu-west-1,t3.large,2,8,0.0928,302.77,1216.57,24.4485,5.74,scale_down
78.28,87.75,1133.0,331.82,GCP,us-east-1,t3.micro,2,1,0.0116,125.29,1592.97,0.4255,83.01,scale_up
45.59,30.77,430.09,85.68,GCP,ap-south-1,t3.large,2,8,0.0928,158.22,1142.52,16.5062,38.18,no_action
72.7,63.9,233.22,149.99,AWS,us-west-2,t3.micro,2,1,0.0116,214.55,1256.1,2.4036,68.3,no_action
59.03,45.82,427.12,191.96,AWS,ap-south-1,m5.xlarge,4,16,0.192,25.78,361.75,119.6027,52.42,no_action
82.38,75.81,1053.84,529.68,AWS,us-east-1,m5.xlarge,4,16,0.192,82.85,1289.08,74.2269,79.09,scale_up
82.32,80.38,1246.73,808.15,GCP,us-west-2,t3.large,2,8,0.0928,191.31,600.28,59.4395,81.35,scale_up
19.8,22.0,38.87,21.65,GCP,eu-west-1,t3.micro,2,1,0.0116,76.35,1647.27,7.777,20.9,no_action
81.63,77.66,1113.53,867.02,GCP,us-west-2,t3.large,2,8,0.0928,28.89,12.03,40.1389,79.65,scale_up
24.43,13.77,25.18,18.52,AWS,eu-west-1,t3.large,2,8,0.0928,15.02,1052.75,33.7919,19.1,no_action
4.85,11.07,42.4,18.03,AWS,ap-south-1,c5.2xlarge,8,16,0.34,400.26,1052.83,140.1955,7.96,scale_down
13.06,8.84,5.0,24.36,Azure,us-west-2,t3.micro,2,1,0.0116,180.94,510.51,5.8054,10.95,scale_down
90.16,73.11,1335.91,788.73,Azure,eu-west-1,c5.2xlarge,8,16,0.34,269.13,290.92,6.593,81.64,scale_up
37.49,51.15,336.05,124.51,AWS,eu-west-1,t3.micro,2,1,0.0116,22.36,84.14,0.2313,44.32,no_action
94.16,91.58,1381.71,683.74,AWS,eu-west-1,t3.micro,2,1,0.0116,38.26,513.77,6.7501,92.87,scale_up
59.11,49.77,348.11,186.05,Azure,us-east-1,t3.micro,2,1,0.0116,371.2,1414.81,4.467,54.44,no_action
48.57,60.57,333.02,67.75,GCP,ap-south-1,t3.large,2,8,0.0928,446.6,71.26,50.0282,54.57,no_action
10.07,0.1,95.96,29.61,AWS,ap-south-1,t3.medium,2,4,0.0464,410.66,1652.35,2.262,5.08,scale_down
59.65,54.93,297.84,102.82,AWS,us-east-1,t3.micro,2,1,0.0116,194.08,1091.75,3.9148,57.29,no_action
84.45,91.3,520.02,641.99,Azure,eu-west-1,t3.large,2,8,0.0928,170.59,27.58,12.7958,87.88,scale_up
54.48,45.67,224.02,112.89,AWS,us-east-1,c5.2xlarge,8,16,0.34,174.99,925.1,47.2744,50.08,no_action
29.29,27.06,12.74,41.19,AWS,ap-south-1,m5.xlarge,4,16,0.192,207.87,1981.69,65.3894,28.17,no_action
33.38,65.83,421.07,84.88,AWS,us-east-1,t3.micro,2,1,0.0116,389.5,1255.43,3.424,49.6,no_action
83.37,75.52,1180.14,334.02,AWS,us-west-2,t3.micro,2,1,0.0116,284.08,429.16,7.9254,79.44,scale_up
39.35,55.95,448.47,237.08,AWS,us-west-2,t3.micro,2,1,0.0116,435.03,1077.74,6.2825,47.65,no_action
66.05,45.89,184.87,277.81,AWS,us-east-1,t3.large,2,8,0.0928,466.9,1000.17,0.5262,55.97,no_action
67.72,51.01,183.33,181.17,Azure,eu-west-1,t3.medium,2,4,0.0464,279.77,1487.49,7.382,59.36,no_action
20.81,27.96,71.73,38.23,GCP,ap-south-1,c5.2xlarge,8,16,0.34,88.11,844.88,118.9166,24.39,no_action
92.19,84.11,958.81,890.19,GCP,ap-south-1,t3.micro,2,1,0.0116,199.26,730.97,2.6689,88.15,scale_up
72.06,47.28,315.53,161.53,Azure,ap-south-1,t3.micro,2,1,0.0116,284.59,946.31,0.4117,59.67,no_action
12.68,19.54,25.9,3.49,GCP,us-west-2,c5.2xlarge,8,16,0.34,209.67,928.94,63.0213,16.11,scale_down
93.71,83.11,1205.28,640.49,AWS,ap-south-1,c5.2xlarge,8,16,0.34,475.6,1199.61,3.9749,88.41,scale_up
13.18,8.94,45.59,3.56,Azure,ap-south-1,c5.2xlarge,8,16,0.34,400.35,494.17,177.6742,11.06,scale_down
95.28,96.36,571.45,319.48,GCP,us-west-2,t3.medium,2,4,0.0464,373.56,275.37,4.4834,95.82,scale_up
99.55,72.89,1089.21,675.88,GCP,eu-west-1,m5.xlarge,4,16,0.192,271.35,1327.75,16.2305,86.22,scale_up
97.45,77.28,853.14,870.11,AWS,us-west-2,t3.large,2,8,0.0928,291.35,737.89,63.4533,87.36,scale_up
69.95,57.75,257.85,143.12,AWS,us-west-2,t3.medium,2,4,0.0464,230.59,362.31,21.1977,63.85,no_action
18.32,10.93,20.99,38.81,AWS,us-west-2,t3.micro,2,1,0.0116,245.77,457.25,1.6394,14.62,scale_down
2.37,19.69,1.85,41.59,AWS,us-west-2,t3.large,2,8,0.0928,91.48,1035.84,17.5404,11.03,scale_down
8.55,22.57,3.06,14.17,GCP,us-west-2,t3.medium,2,4,0.0464,251.82,99.67,6.2528,15.56,no_action
6.81,23.86,63.08,29.38,AWS,us-east-1,c5.2xlarge,8,16,0.34,180.01,970.08,146.368,15.33,no_action
39.1,38.56,102.32,125.24,GCP,us-east-1,t3.micro,2,1,0.0116,375.71,1590.38,1.7003,38.83,no_action
46.23,56.77,353.04,108.07,AWS,eu-west-1,t3.medium,2,4,0.0464,449.25,1726.95,17.0302,51.5,no_action
3.92,5.2,34.09,20.42,AWS,ap-south-1,t3.micro,2,1,0.0116,177.61,1529.66,0.8202,4.56,scale_down
72.62,53.81,363.15,65.98,AWS,us-west-2,t3.medium,2,4,0.0464,87.17,608.9,18.041,63.22,no_action
3.54,25.0,70.56,28.87,AWS,eu-west-1,m5.xlarge,4,16,0.192,445.42,1403.61,28.0363,14.27,no_action
85.2,73.2,1316.62,693.1,GCP,us-west-2,m5.xlarge,4,16,0.192,256.07,692.6,25.6273,79.2,scale_up
76.5,98.85,1048.95,777.99,Azure,us-west-2,c5.2xlarge,8,16,0.34,26.66,1138.22,97.6864,87.67,scale_up
69.09,41.66,151.53,263.83,GCP,ap-south-1,m5.xlarge,4,16,0.192,295.77,1779.29,129.6572,55.38,no_action
3.13,13.48,28.71,5.23,AWS,us-east-1,t3.medium,2,4,0.0464,382.93,1026.48,18.6211,8.31,scale_down
87.66,72.57,1469.53,323.21,AWS,ap-south-1,t3.medium,2,4,0.0464,377.98,1054.95,12.3442,80.12,scale_up
29.71,22.33,73.96,12.38,GCP,ap-south-1,t3.medium,2,4,0.0464,417.6,816.15,32.1401,26.02,no_action
84.68,88.01,1013.65,716.73,Azure,us-west-2,c5.2xlarge,8,16,0.34,32.46,576.24,200.6091,86.34,scale_up
95.86,80.82,1112.21,391.73,AWS,us-east-1,t3.medium,2,4,0.0464,37.75,439.72,4.3118,88.34,scale_up
54.22,61.69,297.9,124.99,Azure,ap-south-1,t3.micro,2,1,0.0116,84.39,1298.7,7.7634,57.95,no_action
91.28,76.07,1390.12,815.43,Azure,eu-west-1,c5.2xlarge,8,16,0.34,42.98,221.71,121.3896,83.68,scale_up
17.85,9.74,2.54,37.51,GCP,eu-west-1,t3.medium,2,4,0.0464,111.3,1670.6,14.068,13.8,scale_down
11.15,6.27,77.51,21.65,Azure,ap-south-1,t3.large,2,8,0.0928,100.06,1809.81,13.3109,8.71,scale_down
83.09,98.98,1411.77,869.5,AWS,us-west-2,t3.medium,2,4,0.0464,413.75,709.78,30.2679,91.04,scale_up
94.29,76.7,580.85,824.96,Azure,eu-west-1,t3.large,2,8,0.0928,430.08,813.11,46.9589,85.5,scale_up
63.49,65.88,470.46,144.71,GCP,us-west-2,t3.medium,2,4,0.0464,90.91,1826.55,3.1342,64.68,no_action
72.6,39.86,367.34,235.04,GCP,us-west-2,m5.xlarge,4,16,0.192,226.82,1875.68,101.886,56.23,no_action
93.97,86.83,800.23,540.14,GCP,us-west-2,m5.xlarge,4,16,0.192,346.49,1813.13,18.2385,90.4,scale_up
59.72,54.59,439.69,170.07,AWS,us-east-1,t3.medium,2,4,0.0464,435.85,725.3,30.9628,57.15,no_action
53.99,35.52,336.5,128.7,Azure,eu-west-1,c5.2xlarge,8,16,0.34,30.91,1897.83,157.1587,44.75,no_action
2.76,7.22,87.72,19.76,GCP,eu-west-1,t3.large,2,8,0.0928,235.82,1722.7,34.9105,4.99,scale_down
21.08,1.26,90.69,24.22,GCP,us-east-1,c5.2xlarge,8,16,0.34,232.86,1137.27,36.8585,11.17,no_action
14.68,5.73,1.57,20.9,AWS,us-west-2,t3.micro,2,1,0.0116,47.39,197.4,2.2412,10.2,scale_down
61.3,66.97,384.96,142.09,Azure,us-west-2,m5.xlarge,4,16,0.192,357.95,90.15,53.5359,64.14,no_action
91.37,94.07,1488.2,507.82,GCP,us-east-1,t3.micro,2,1,0.0116,301.69,1874.92,1.4048,92.72,scale_up
96.53,94.39,533.4,354.65,Azure,eu-west-1,t3.micro,2,1,0.0116,29.32,676.14,4.2593,95.46,scale_up
73.47,68.54,277.49,248.77,AWS,ap-south-1,t3.large,2,8,0.0928,11.57,1100.15,49.6881,71.01,no_action
9.89,11.45,61.8,35.92,Azure,eu-west-1,c5.2xlarge,8,16,0.34,199.05,1810.81,137.2386,10.67,scale_down
63.37,59.38,288.24,102.85,Azure,ap-south-1,m5.xlarge,4,16,0.192,270.63,1916.38,81.4368,61.38,no_action
8.18,26.25,76.66,18.11,GCP,eu-west-1,c5.2xlarge,8,16,0.34,368.39,217.11,193.3005,17.21,no_action
58.87,38.38,112.16,158.41,GCP,us-west-2,t3.large,2,8,0.0928,286.91,1754.44,62.0264,48.63,no_action
6.14,11.13,63.42,0.91,AWS,ap-south-1,c5.2xlarge,8,16,0.34,362.62,1672.72,97.9142,8.64,scale_down
68.98,59.7,479.59,285.03,GCP,us-west-2,t3.medium,2,4,0.0464,194.25,899.5,8.5865,64.34,no_action
28.26,6.49,77.15,1.01,GCP,eu-west-1,t3.medium,2,4,0.0464,337.03,943.87,11.6149,17.37,no_action
46.55,46.63,432.82,127.46,AWS,ap-south-1,t3.micro,2,1,0.0116,471.81,367.47,5.539,46.59,no_action
0.36,14.96,35.0,29.02,Azure,eu-west-1,t3.micro,2,1,0.0116,116.6,139.15,5.2321,7.66,scale_down
28.31,20.8,94.04,27.73,Azure,us-east-1,t3.medium,2,4,0.0464,302.11,1954.17,21.4689,24.56,no_action
55.61,45.3,230.33,109.4,Azure,us-east-1,t3.large,2,8,0.0928,270.05,1838.62,45.8451,50.46,no_action
80.17,88.65,628.23,459.11,GCP,us-west-2,t3.medium,2,4,0.0464,418.45,660.91,16.3289,84.41,scale_up
63.99,66.07,466.19,244.16,AWS,us-east-1,t3.medium,2,4,0.0464,118.02,59.37,12.8497,65.03,no_action
95.87,78.82,556.9,331.5,GCP,us-west-2,c5.2xlarge,8,16,0.34,216.57,1864.33,70.2361,87.34,scale_up
27.46,12.4,42.36,35.13,GCP,us-west-2,c5.2xlarge,8,16,0.34,471.67,541.45,107.9377,19.93,no_action
67.56,52.34,112.44,165.35,Azure,us-east-1,t3.medium,2,4,0.0464,234.07,1092.16,22.4307,59.95,no_action
45.45,56.73,191.27,129.34,GCP,us-east-1,t3.large,2,8,0.0928,481.56,702.66,23.2124,51.09,no_action
17.39,0.03,90.07,28.51,Azure,eu-west-1,t3.micro,2,1,0.0116,186.17,1660.1,3.3464,8.71,scale_down
49.72,59.07,457.96,218.55,AWS,eu-west-1,t3.large,2,8,0.0928,106.21,1866.04,17.7406,54.4,no_action
35.12,35.55,220.01,120.41,GCP,ap-south-1,c5.2xlarge,8,16,0.34,304.1,1635.32,186.4595,35.34,no_action
0.25,26.39,19.97,47.36,Azure,us-west-2,t3.medium,2,4,0.0464,174.44,886.3,23.6371,13.32,no_action
62.88,31.69,104.48,164.52,AWS,us-west-2,c5.2xlarge,8,16,0.34,70.26,1332.05,52.6673,47.29,no_action
93.11,89.35,782.37,477.36,GCP,ap-south-1,m5.xlarge,4,16,0.192,472.78,1975.47,65.5487,91.23,scale_up
23.39,18.06,45.5,17.81,GCP,eu-west-1,c5.2xlarge,8,16,0.34,473.81,1209.79,141.9001,20.73,no_action
9.41,13.28,11.46,41.85,AWS,us-east-1,c5.2xlarge,8,16,0.34,18.68,1669.64,34.6341,11.34,scale_down
89.15,79.38,678.23,815.51,AWS,us-east-1,c5.2xlarge,8,16,0.34,204.74,803.1,41.8705,84.26,scale_up
35.19,47.52,436.99,199.16,Azure,ap-south-1,m5.xlarge,4,16,0.192,363.61,378.68,133.3169,41.36,no_action
78.18,93.46,1467.97,492.03,Azure,ap-south-1,t3.large,2,8,0.0928,23.4,728.12,1.2583,85.82,scale_up
93.23,82.59,1481.38,509.69,GCP,eu-west-1,t3.large,2,8,0.0928,461.26,1866.6,16.23,87.91,scale_up
81.82,75.72,1382.98,724.81,AWS,us-west-2,t3.medium,2,4,0.0464,434.89,773.09,10.5024,78.77,scale_up
42.7,49.26,117.76,254.38,GCP,us-west-2,t3.medium,2,4,0.0464,495.0,819.69,0.4122,45.98,no_action
13.35,19.02,12.67,36.65,GCP,eu-west-1,m5.xlarge,4,16,0.192,138.26,902.74,122.1068,16.19,scale_down
96.19,88.89,988.71,833.98,AWS,us-west-2,t3.medium,2,4,0.0464,423.44,600.92,26.4517,92.54,scale_up
92.08,87.42,1094.55,474.52,AWS,us-east-1,t3.micro,2,1,0.0116,136.92,1527.44,2.1535,89.75,scale_up
89.86,87.68,1184.23,521.96,GCP,us-west-2,t3.large,2,8,0.0928,227.24,666.64,54.0164,88.77,scale_up
15.23,14.88,93.04,44.5,GCP,us-east-1,c5.2xlarge,8,16,0.34,393.97,599.55,133.5728,15.05,scale_down
54.94,58.21,266.99,239.52,Azure,eu-west-1,t3.medium,2,4,0.0464,199.65,1654.46,8.9638,56.58,no_action
3.02,12.71,30.71,45.25,AWS,ap-south-1,t3.micro,2,1,0.0116,435.32,483.02,0.6887,7.87,scale_down
31.45,35.34,374.55,103.09,AWS,ap-south-1,t3.micro,2,1,0.0116,429.51,126.6,1.8088,33.39,no_action
40.03,46.29,495.2,245.89,AWS,eu-west-1,c5.2xlarge,8,16,0.34,289.67,239.18,102.4782,43.16,no_action
85.07,80.3,900.9,756.67,Azure,ap-south-1,c5.2xlarge,8,16,0.34,243.86,1881.23,72.1321,82.69,scale_up
83.69,98.95,989.71,366.98,AWS,ap-south-1,t3.medium,2,4,0.0464,232.01,1397.02,33.3262,91.32,scale_up
10.66,3.28,94.89,24.42,Azure,ap-south-1,m5.xlarge,4,16,0.192,253.88,1246.19,0.6802,6.97,scale_down
63.3,55.11,250.26,85.26,GCP,eu-west-1,t3.medium,2,4,0.0464,356.12,1710.58,22.9276,59.2,no_action
11.04,10.1,25.24,28.83,Azure,us-west-2,c5.2xlarge,8,16,0.34,482.1,408.13,23.6254,10.57,scale_down
68.31,66.25,302.55,198.53,GCP,us-east-1,c5.2xlarge,8,16,0.34,355.53,1667.19,30.0446,67.28,no_action
43.57,54.51,117.2,80.44,GCP,eu-west-1,t3.medium,2,4,0.0464,433.27,1136.96,23.8017,49.04,no_action
57.31,52.59,444.37,255.41,AWS,ap-south-1,t3.micro,2,1,0.0116,65.53,1698.69,3.4651,54.95,no_action
76.16,73.33,843.71,656.32,AWS,us-west-2,t3.large,2,8,0.0928,98.13,1777.14,54.0307,74.75,no_action
97.61,73.83,1447.94,643.13,Azure,eu-west-1,t3.micro,2,1,0.0116,156.25,996.09,4.1954,85.72,scale_up
19.19,19.91,41.42,2.23,Azure,eu-west-1,t3.medium,2,4,0.0464,393.3,1360.64,15.8199,19.55,scale_down
66.53,60.36,206.32,87.77,GCP,ap-south-1,c5.2xlarge,8,16,0.34,351.85,522.74,225.8973,63.44,no_action
11.33,23.66,35.14,8.36,Azure,eu-west-1,t3.micro,2,1,0.0116,21.53,777.58,7.5476,17.49,no_action
0.75,23.57,32.14,1.87,AWS,us-west-2,t3.medium,2,4,0.0464,459.31,287.89,18.4546,12.16,no_action
76.78,92.82,985.57,505.74,Azure,us-west-2,t3.micro,2,1,0.0116,212.09,1858.6,7.6076,84.8,scale_up
96.41,90.83,1268.09,801.59,GCP,us-east-1,t3.large,2,8,0.0928,65.74,1646.68,33.7642,93.62,scale_up
84.57,85.79,1178.36,471.71,GCP,ap-south-1,t3.large,2,8,0.0928,129.81,768.72,33.517,85.18,scale_up
32.45,36.74,282.37,253.46,AWS,ap-south-1,t3.medium,2,4,0.0464,193.44,1081.61,29.7984,34.59,no_action
10.66,17.23,83.31,34.41,AWS,us-west-2,t3.medium,2,4,0.0464,15.48,680.04,4.8663,13.94,scale_down
48.72,36.89,146.34,194.68,AWS,us-east-1,t3.micro,2,1,0.0116,185.32,169.83,7.4094,42.81,no_action
95.32,73.55,1256.07,358.87,GCP,ap-south-1,t3.micro,2,1,0.0116,226.22,1470.67,1.4563,84.44,scale_up
83.37,83.93,1427.17,840.83,GCP,ap-south-1,c5.2xlarge,8,16,0.34,49.49,272.54,121.4722,83.65,scale_up
90.9,98.48,1496.73,525.14,Azure,eu-west-1,t3.medium,2,4,0.0464,301.51,1713.97,3.9651,94.69,scale_up
91.3,74.04,1018.62,760.84,Azure,us-east-1,t3.medium,2,4,0.0464,86.33,1508.99,25.4277,82.67,scale_up
48.47,37.7,398.05,81.76,GCP,ap-south-1,m5.xlarge,4,16,0.192,56.42,1423.19,29.0215,43.09,no_action
24.16,8.23,87.89,41.67,AWS,us-east-1,c5.2xlarge,8,16,0.34,464.92,922.74,188.2259,16.2,no_action
24.42,4.94,0.56,2.14,AWS,us-west-2,t3.micro,2,1,0.0116,125.81,237.44,4.4599,14.68,no_action
72.11,64.71,233.06,71.16,AWS,us-east-1,c5.2xlarge,8,16,0.34,472.41,1039.4,18.5272,68.41,no_action
85.79,89.02,756.99,331.31,AWS,eu-west-1,t3.large,2,8,0.0928,10.07,54.1,0.6499,87.41,scale_up
99.67,79.18,627.42,627.34,GCP,us-west-2,t3.medium,2,4,0.0464,429.69,1359.34,9.9242,89.43,scale_up
21.37,2.84,73.21,36.97,AWS,ap-south-1,t3.micro,2,1,0.0116,331.57,464.59,3.5399,12.1,no_action
5.49,14.11,87.2,11.25,AWS,ap-south-1,t3.micro,2,1,0.0116,241.01,273.84,3.3067,9.8,scale_down
74.69,69.79,145.91,231.49,GCP,ap-south-1,t3.micro,2,1,0.0116,30.61,70.08,0.8901,72.24,no_action
13.02,16.75,81.65,11.1,Azure,eu-west-1,t3.large,2,8,0.0928,174.72,1548.88,38.1556,14.89,scale_down
65.55,62.72,216.19,134.93,GCP,eu-west-1,c5.2xlarge,8,16,0.34,468.3,337.83,10.6441,64.13,no_action
74.96,63.56,395.88,267.68,GCP,us-west-2,t3.medium,2,4,0.0464,318.85,1688.87,8.758,69.26,no_action
53.7,44.46,350.42,57.64,AWS,us-west-2,t3.medium,2,4,0.0464,485.1,1850.17,31.2485,49.08,no_action
35.4,51.28,242.72,248.05,GCP,ap-south-1,c5.2xlarge,8,16,0.34,380.27,1822.12,3.9654,43.34,no_action
18.06,23.57,72.66,35.07,AWS,ap-south-1,c5.2xlarge,8,16,0.34,359.6,914.28,116.2532,20.81,no_action
24.09,12.8,63.49,42.81,AWS,eu-west-1,t3.medium,2,4,0.0464,247.85,441.21,5.7086,18.45,no_action
28.76,13.26,64.45,29.99,AWS,eu-west-1,t3.large,2,8,0.0928,178.27,893.69,4.3847,21.01,no_action
76.68,96.87,1191.82,372.97,AWS,us-east-1,t3.micro,2,1,0.0116,37.2,1950.0,5.6929,86.77,scale_up
29.87,21.91,22.75,5.09,GCP,eu-west-1,m5.xlarge,4,16,0.192,210.31,1714.58,99.8439,25.89,no_action
77.87,71.44,1067.08,445.73,GCP,us-west-2,c5.2xlarge,8,16,0.34,368.52,1375.64,78.1054,74.65,no_action
13.51,9.71,85.67,29.68,GCP,us-west-2,m5.xlarge,4,16,0.192,261.41,1489.32,112.7816,11.61,scale_down
94.81,82.48,593.43,590.61,GCP,eu-west-1,c5.2xlarge,8,16,0.34,49.96,266.59,58.915,88.64,scale_up
37.8,33.94,230.93,84.03,GCP,ap-south-1,c5.2xlarge,8,16,0.34,82.4,1370.93,5.1637,35.87,no_action
9.88,2.64,70.5,18.01,AWS,us-west-2,t3.large,2,8,0.0928,27.5,324.08,9.2482,6.26,scale_down
16.4,12.66,61.87,22.19,Azure,ap-south-1,t3.micro,2,1,0.0116,126.82,1361.6,7.2948,14.53,scale_down
48.06,31.13,378.11,251.88,Azure,eu-west-1,t3.micro,2,1,0.0116,333.46,311.21,0.8731,39.6,no_action
73.55,58.96,264.72,54.77,GCP,us-east-1,t3.large,2,8,0.0928,21.88,1372.76,55.9894,66.25,no_action
0.14,26.21,30.73,46.93,AWS,us-west-2,t3.medium,2,4,0.0464,161.89,1312.07,2.7164,13.17,no_action
77.66,73.82,1404.38,615.51,AWS,eu-west-1,c5.2xlarge,8,16,0.34,396.83,239.43,227.1115,75.74,no_action
90.61,72.18,1336.71,404.73,GCP,ap-south-1,t3.medium,2,4,0.0464,40.05,806.44,19.2934,81.39,scale_up
32.72,59.96,326.07,161.97,AWS,ap-south-1,c5.2xlarge,8,16,0.34,158.09,1009.77,83.1336,46.34,no_action
16.31,7.15,85.11,27.86,Azure,us-east-1,t3.micro,2,1,0.0116,107.39,1250.78,2.9951,11.73,scale_down
2.87,11.88,98.32,40.42,Azure,us-west-2,t3.large,2,8,0.0928,84.17,562.75,22.0992,7.37,scale_down
66.49,47.48,149.55,191.11,AWS,us-west-2,t3.medium,2,4,0.0464,476.39,1588.06,19.3528,56.99,no_action
91.86,82.04,1061.52,682.17,Azure,eu-west-1,t3.micro,2,1,0.0116,486.38,145.85,3.4972,86.95,scale_up
21.72,19.86,44.12,33.56,AWS,eu-west-1,t3.large,2,8,0.0928,21.03,1176.61,37.0425,20.79,no_action
90.69,86.99,1112.15,629.55,GCP,eu-west-1,t3.medium,2,4,0.0464,140.15,496.57,4.6189,88.84,scale_up
79.43,96.19,1242.73,695.64,GCP,us-east-1,t3.large,2,8,0.0928,206.4,531.33,65.4449,87.81,scale_up
22.77,8.91,42.66,9.3,Azure,eu-west-1,t3.medium,2,4,0.0464,59.97,1448.3,8.971,15.84,no_action
63.88,46.98,434.93,269.41,GCP,us-east-1,t3.micro,2,1,0.0116,153.37,1648.67,1.2982,55.43,no_action
99.73,90.11,963.51,668.03,Azure,ap-south-1,t3.medium,2,4,0.0464,139.9,555.61,3.8348,94.92,scale_up
75.89,94.14,1115.51,360.53,GCP,eu-west-1,t3.large,2,8,0.0928,295.74,909.84,51.7733,85.01,scale_up
31.27,30.6,151.76,112.92,AWS,eu-west-1,c5.2xlarge,8,16,0.34,217.63,980.01,34.0822,30.93,no_action
76.94,81.75,653.97,526.09,AWS,ap-south-1,t3.large,2,8,0.0928,315.95,1099.0,15.5176,79.35,scale_up
22.6,16.6,36.23,18.25,AWS,ap-south-1,c5.2xlarge,8,16,0.34,440.31,88.09,241.8622,19.6,no_action
47.64,50.54,423.83,188.41,Azure,us-east-1,t3.medium,2,4,0.0464,424.09,1041.92,20.1917,49.09,no_action
21.09,18.42,51.03,21.69,AWS,eu-west-1,c5.2xlarge,8,16,0.34,298.67,474.46,230.4402,19.75,no_action
27.4,25.42,47.95,46.2,AWS,ap-south-1,t3.micro,2,1,0.0116,484.89,1010.11,1.4764,26.41,no_action
25.85,28.01,89.4,38.81,AWS,ap-south-1,c5.2xlarge,8,16,0.34,360.55,536.89,152.2328,26.93,no_action
49.93,49.65,372.99,75.39,Azure,ap-south-1,t3.large,2,8,0.0928,167.53,159.79,4.9877,49.79,no_action
